;class;family;key;kingdom;month;order;phylum;scientificname;taxonkey;year;direccion_territorial
526;JUNGERMANNIOPSIDA;CEPHALOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;ODONTOSCHISMA DENUDATUM (MART.) DUMORT.;2689177;2001; ANDES OCCIDENTALES
527;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.;2688807;2001; ANDES OCCIDENTALES
528;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;OMPHALANTHUS FILIFORMIS (SW.) NEES;2688773;2001; ANDES OCCIDENTALES
529;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;OMPHALANTHUS FILIFORMIS (SW.) NEES;2688773;2001; ANDES OCCIDENTALES
530;BRYOPSIDA;BRYACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;ORTHODONTIUM PELLUCENS (HOOK.) BRUCH & SCHIMP.;7761611;2001; ANDES OCCIDENTALES
531;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;NECKERA SCABRIDENS MA¼LL.HAL.;9157887;2001; ANDES OCCIDENTALES
532;MAGNOLIOPSIDA;MELASTOMATACEAE;GUACHAROS;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA FLORIBUNDA DC.;3866078;2001; ANDES OCCIDENTALES
533;MAGNOLIOPSIDA;MELASTOMATACEAE;GUACHAROS;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA MULTIPLINERVIA COGN.;3860131;2001; ANDES OCCIDENTALES
534;MAGNOLIOPSIDA;MELASTOMATACEAE;GUACHAROS;PLANTAE;12;MYRTALES;TRACHEOPHYTA;MICONIA SEPOSITA WURDACK;3867095;2001; ANDES OCCIDENTALES
535;BRYOPSIDA;ORTHOTRICHACEAE;GUACHAROS;PLANTAE;11;ORTHOTRICHALES;BRYOPHYTA;MACROMITRIUM LONGIFOLIUM BRIDEL, 1826;2672263;2001; ANDES OCCIDENTALES
536;BRYOPSIDA;ORTHOTRICHACEAE;GUACHAROS;PLANTAE;11;ORTHOTRICHALES;BRYOPHYTA;MACROMITRIUM LONGIFOLIUM BRIDEL, 1826;2672263;2001; ANDES OCCIDENTALES
537;MARCHANTIOPSIDA;MARCHANTIACEAE;GUACHAROS;PLANTAE;11;MARCHANTIALES;MARCHANTIOPHYTA;MARCHANTIA PLICATA NEES & MONT.;8295816;2001; ANDES OCCIDENTALES
538;MARCHANTIOPSIDA;MARCHANTIACEAE;GUACHAROS;PLANTAE;11;MARCHANTIALES;MARCHANTIOPHYTA;MARCHANTIA PLICATA NEES & MONT.;8295816;2001; ANDES OCCIDENTALES
539;MARCHANTIOPSIDA;MARCHANTIACEAE;GUACHAROS;PLANTAE;11;MARCHANTIALES;MARCHANTIOPHYTA;MARCHANTIA POLYMORPHA L.;2688570;2001; ANDES OCCIDENTALES
540;MARCHANTIOPSIDA;MARCHANTIACEAE;GUACHAROS;PLANTAE;11;MARCHANTIALES;MARCHANTIOPHYTA;MARCHANTIA PLICATA NEES & MONT.;8295816;2001; ANDES OCCIDENTALES
541;LYCOPODIOPSIDA;LYCOPODIACEAE;GUACHAROS;PLANTAE;8;LYCOPODIALES;TRACHEOPHYTA;LYCOPODIELLA CERNUA (L.) PICHI-SERM.;2688348;1998; ANDES OCCIDENTALES
542;LYCOPODIOPSIDA;LYCOPODIACEAE;GUACHAROS;PLANTAE;8;LYCOPODIALES;TRACHEOPHYTA;LYCOPODIELLA CERNUA (L.) PICHI-SERM.;2688348;1998; ANDES OCCIDENTALES
543;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LOPHOCOLEACEAE;6134;2001; ANDES OCCIDENTALES
544;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LOPHOCOLEACEAE;6134;2001; ANDES OCCIDENTALES
545;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LOPHOCOLEACEAE;6134;2001; ANDES OCCIDENTALES
546;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LOPHOCOLEACEAE;6134;2001; ANDES OCCIDENTALES
547;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LOPHOCOLEACEAE;6134;2001; ANDES OCCIDENTALES
548;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LOPHOCOLEA MURICATA (LEHM.) NEES;4276911;2001; ANDES OCCIDENTALES
549;BRYOPSIDA;HYPNACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;LEUCOMIUM STRUMOSUM MITTEN, 1869;2682395;2001; ANDES OCCIDENTALES
550;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;LEUCOLOMA CRUEGERIANUM JAEGER, 1872;5282251;2001; ANDES OCCIDENTALES
551;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;LEUCOBRYUM ANTILLARUM W.P.SCHIMPER EX BESCHERELLE, 1876;2675696;2001; ANDES OCCIDENTALES
552;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;LEUCOBRYUM GIGANTEUM MA¼LL.HAL.;8823141;2001; ANDES OCCIDENTALES
553;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LEPTOSCYPHUS AMPHIBOLIUS (NEES) GROLLE;8429528;2001; ANDES OCCIDENTALES
554;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE;8150351;2001; ANDES OCCIDENTALES
555;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LEPTOSCYPHUS GIBBOSUS (TAYLOR) MITT.;7362181;2001; ANDES OCCIDENTALES
556;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE;8150351;2001; ANDES OCCIDENTALES
557;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE;8150351;2001; ANDES OCCIDENTALES
558;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;LEPIDOPILUM SCABRISETUM STEERE, 1948;2669395;2001; ANDES OCCIDENTALES
559;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;LEPIDOPILUM POLYTRICHOIDES BRIDEL, 1827;2669414;2001; ANDES OCCIDENTALES
560;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;LEPIDOPILUM SCABRISETUM STEERE, 1948;2669395;2001; ANDES OCCIDENTALES
561;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;LEPIDOPILUM SCABRISETUM STEERE, 1948;2669395;2001; ANDES OCCIDENTALES
562;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;LEPIDOPILUM SCABRISETUM STEERE, 1948;2669395;2001; ANDES OCCIDENTALES
563;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;LEJEUNEACEAE;6118;2001; ANDES OCCIDENTALES
564;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;LEJEUNEACEAE;6118;2001; ANDES OCCIDENTALES
565;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;LEJEUNEACEAE;6118;2001; ANDES OCCIDENTALES
566;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;LEJEUNEACEAE;6118;2001; ANDES OCCIDENTALES
567;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;LEJEUNEACEAE;6118;2001; ANDES OCCIDENTALES
568;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;LEJEUNEACEAE;6118;2001; ANDES OCCIDENTALES
569;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;LEIOMELA BARTRAMIOIDES PARIS, 1905;2676314;2001; ANDES OCCIDENTALES
570;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;LEIOMELA BARTRAMIOIDES PARIS, 1905;2676314;2001; ANDES OCCIDENTALES
571;MAGNOLIOPSIDA;MELASTOMATACEAE;GUACHAROS;PLANTAE;11;MYRTALES;TRACHEOPHYTA;LEANDRA MELANODESMA COGN.;3863377;2001; ANDES OCCIDENTALES
572;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;KURZIA CAPILLARIS (SW.) GROLLE;8351643;2001; ANDES OCCIDENTALES
573;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;2;JUNGERMANNIALES;MARCHANTIOPHYTA;KURZIA CAPILLARIS (SW.) GROLLE;8351643;2010; ANDES OCCIDENTALES
574;JUNGERMANNIOPSIDA;JUNGERMANNIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;JUNGERMANNIA DECOLOR SCHIFFN.;8318854;2001; ANDES OCCIDENTALES
575;JUNGERMANNIOPSIDA;BALANTIOPSIDACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;ISOTACHIS SERRULATA (SW.) GOTTSCHE;7889600;2001; ANDES OCCIDENTALES
576;JUNGERMANNIOPSIDA;BALANTIOPSIDACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;ISOTACHIS SERRULATA (SW.) GOTTSCHE;7889600;2001; ANDES OCCIDENTALES
577;JUNGERMANNIOPSIDA;BALANTIOPSIDACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;ISOTACHIS SERRULATA (SW.) GOTTSCHE;7889600;2001; ANDES OCCIDENTALES
578;JUNGERMANNIOPSIDA;BALANTIOPSIDACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;ISOTACHIS SERRULATA (SW.) GOTTSCHE;7889600;2001; ANDES OCCIDENTALES
579;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;HYPNELLA DIVERSIFOLIA JAEGER, 1877;2681231;2001; ANDES OCCIDENTALES
580;BRYOPSIDA;HYPNACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;HYPNUM AMABILE HAMPE, 1869;2682016;2001; ANDES OCCIDENTALES
581;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;HYPOPTERYGIUM TAMARISCINUM (HEDW.) BRID.;8689931;2001; ANDES OCCIDENTALES
582;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;HOLOMITRIUM MORITZIANUM HAMPE, 1847;2674667;2001; ANDES OCCIDENTALES
583;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;HETEROSCYPHUS THRAUSTUS (SPRUCE) FULFORD;7434553;2001; ANDES OCCIDENTALES
584;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;HETEROSCYPHUS MARGINATUS (STEPH.) FULFORD;7464056;2001; ANDES OCCIDENTALES
585;JUNGERMANNIOPSIDA;LOPHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;HETEROSCYPHUS THRAUSTUS (SPRUCE) FULFORD;7434553;2001; ANDES OCCIDENTALES
586;JUNGERMANNIOPSIDA;FRULLANIACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;FRULLANIA ARECAE (SPRENG.) GOTTSCHE;7714301;2001; ANDES OCCIDENTALES
587;JUNGERMANNIOPSIDA;FRULLANIACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;FRULLANIA ARECAE (SPRENG.) GOTTSCHE;7714301;2001; ANDES OCCIDENTALES
588;JUNGERMANNIOPSIDA;FRULLANIACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;FRULLANIA ARECAE (SPRENG.) GOTTSCHE;7714301;2001; ANDES OCCIDENTALES
589;BRYOPSIDA;FISSIDENTACEAE;GUACHAROS;PLANTAE;11;FISSIDENTALES;BRYOPHYTA;FISSIDENS INTRAMARGINATUS (HAMPE) A.JAEGER;7889629;2001; ANDES OCCIDENTALES
590;BRYOPSIDA;FISSIDENTACEAE;GUACHAROS;PLANTAE;11;FISSIDENTALES;BRYOPHYTA;FISSIDENS CRISPUS MONTAGNE, 1838;5283006;2001; ANDES OCCIDENTALES
591;BRYOPSIDA;FISSIDENTACEAE;GUACHAROS;PLANTAE;11;FISSIDENTALES;BRYOPHYTA;FISSIDENS CRISPUS MONTAGNE, 1838;5283006;2001; ANDES OCCIDENTALES
592;BRYOPSIDA;FISSIDENTACEAE;GUACHAROS;PLANTAE;11;FISSIDENTALES;BRYOPHYTA;FISSIDENS PELLUCIDUS HORNSCHUCH, 1841;5283050;2001; ANDES OCCIDENTALES
593;BRYOPSIDA;FISSIDENTACEAE;GUACHAROS;PLANTAE;11;FISSIDENTALES;BRYOPHYTA;FISSIDENS PELLUCIDUS HORNSCHUCH, 1841;5283050;2001; ANDES OCCIDENTALES
594;BRYOPSIDA;FISSIDENTACEAE;GUACHAROS;PLANTAE;11;FISSIDENTALES;BRYOPHYTA;FISSIDENS POLYPODIOIDES HEDWIG, 1801;5283307;2001; ANDES OCCIDENTALES
595;BRYOPSIDA;POTTIACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;DIDYMODON AUSTRALASIAE ZANDER, 1978;5280245;2001; ANDES OCCIDENTALES
596;BRYOPSIDA;POTTIACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;DIDYMODON ICMADOPHILUS (MA¼LL.HAL.) R.H.ZANDER;5711135;2001; ANDES OCCIDENTALES
597;BRYOPSIDA;POTTIACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;DIDYMODON AUSTRALASIAE ZANDER, 1978;5280245;2001; ANDES OCCIDENTALES
598;BRYOPSIDA;POTTIACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;DIDYMODON ICMADOPHILUS (MA¼LL.HAL.) R.H.ZANDER;5711135;2001; ANDES OCCIDENTALES
599;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;DICRANELLA HILARIANA MITTEN, 1869;5282158;2001; ANDES OCCIDENTALES
600;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.;2688771;2001; ANDES OCCIDENTALES
601;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.;2688771;2001; ANDES OCCIDENTALES
602;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.;2688771;2001; ANDES OCCIDENTALES
603;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.;2688771;2001; ANDES OCCIDENTALES
604;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA GRACILIS MITTEN, 1869;5279892;2001; ANDES OCCIDENTALES
605;BRYOPSIDA;THUIDIACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;CYRTO-HYPNUM FRONTINOAE CHURCHILL & LINARES C., 1995;2679429;2001; ANDES OCCIDENTALES
606;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;CYCLODICTYON ALBICANS KUNTZE, 1891;5279988;2001; ANDES OCCIDENTALES
607;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;CYCLODICTYON ALBICANS KUNTZE, 1891;5279988;2001; ANDES OCCIDENTALES
608;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;CYCLODICTYON ALBICANS KUNTZE, 1891;5279988;2001; ANDES OCCIDENTALES
609;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;CYCLODICTYON ALBICANS KUNTZE, 1891;5279988;2001; ANDES OCCIDENTALES
610;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;CYCLODICTYON RUBRISETUM KUNTZE, 1891;5279992;2001; ANDES OCCIDENTALES
611;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA GRACILIS MITTEN, 1869;5279892;2001; ANDES OCCIDENTALES
612;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CYCLOLEJEUNEA FOLIORUM (NEES) GROLLE;8313283;2001; ANDES OCCIDENTALES
613;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CYCLOLEJEUNEA ACCEDENS (GOTTSCHE) A.EVANS;7703765;2001; ANDES OCCIDENTALES
614;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CYCLOLEJEUNEA FOLIORUM (NEES) GROLLE;8313283;2001; ANDES OCCIDENTALES
615;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CYCLOLEJEUNEA FOLIORUM (NEES) GROLLE;8313283;2001; ANDES OCCIDENTALES
616;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA TENUIFOLIA MITTEN, 1869;5279871;2001; ANDES OCCIDENTALES
617;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA BILIMBATA HAMPE, 1863;5279904;2001; ANDES OCCIDENTALES
618;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA BILIMBATA HAMPE, 1863;5279904;2001; ANDES OCCIDENTALES
619;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CYCLOLEJEUNEA PERUVIANA (LEHM. & LINDENB.) A.EVANS;7397410;2001; ANDES OCCIDENTALES
620;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA BILIMBATA HAMPE, 1863;5279904;2001; ANDES OCCIDENTALES
621;BRYOPSIDA;DALTONIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;DALTONIA PULVINATA MITTEN, 1869;5279903;2001; ANDES OCCIDENTALES
622;POLYPODIOPSIDA;CYATHEACEAE;GUACHAROS;PLANTAE;12;CYATHEALES;TRACHEOPHYTA;CYATHEA SM.;2650273;2001; ANDES OCCIDENTALES
623;POLYPODIOPSIDA;CYATHEACEAE;GUACHAROS;PLANTAE;11;CYATHEALES;TRACHEOPHYTA;CYATHEA SM.;2650273;2001; ANDES OCCIDENTALES
624;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;COLURA ULEI JOVET-AST;7733374;2001; ANDES OCCIDENTALES
625;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;COLURA CYLINDRICA HERZOG;2688817;2001; ANDES OCCIDENTALES
626;JUNGERMANNIOPSIDA;CEPHALOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;CEPHALOZIA CRASSIFOLIA (LINDENB. & GOTTSCHE) FULFORD;8075680;2001; ANDES OCCIDENTALES
627;JUNGERMANNIOPSIDA;CEPHALOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;CEPHALOZIA CRASSIFOLIA (LINDENB. & GOTTSCHE) FULFORD;8075680;2001; ANDES OCCIDENTALES
628;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CERATOLEJEUNEA CORNUTA (LINDENB.) STEPH.;8963050;2001; ANDES OCCIDENTALES
629;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CERATOLEJEUNEA CORNUTA (LINDENB.) STEPH.;8963050;2001; ANDES OCCIDENTALES
630;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;CERATOLEJEUNEA CORNUTA (LINDENB.) STEPH.;8963050;2001; ANDES OCCIDENTALES
631;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS TRIVIALIS C.MA¼LLER EX BRITTON, 1896;5281994;2001; ANDES OCCIDENTALES
632;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS TRIVIALIS C.MA¼LLER EX BRITTON, 1896;5281994;2001; ANDES OCCIDENTALES
633;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS ARCTOCARPUS MITTEN, 1869;5281839;2001; ANDES OCCIDENTALES
634;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS DENSICOMA PARIS, 1900;5281933;2001; ANDES OCCIDENTALES
635;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS DENSICOMA PARIS, 1900;5281933;2001; ANDES OCCIDENTALES
636;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS HUALLAGENSIS BROTHERUS, 1906;5281940;2001; ANDES OCCIDENTALES
637;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS DENSICOMA PARIS, 1900;5281933;2001; ANDES OCCIDENTALES
638;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS HUALLAGENSIS BROTHERUS, 1906;5281940;2001; ANDES OCCIDENTALES
639;BRYOPSIDA;DICRANACEAE;GUACHAROS;PLANTAE;11;DICRANALES;BRYOPHYTA;CAMPYLOPUS LUTEUS PARIS, 1894;5281927;2001; ANDES OCCIDENTALES
640;BRYOPSIDA;CALYMPERACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;CALYMPERACEAE;4670;2001; ANDES OCCIDENTALES
641;JUNGERMANNIOPSIDA;CALYPOGEIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;CALYPOGEIA RHOMBIFOLIA (SPRUCE) STEPH.;7894329;2001; ANDES OCCIDENTALES
642;JUNGERMANNIOPSIDA;CALYPOGEIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;CALYPOGEIA RHOMBIFOLIA (SPRUCE) STEPH.;7894329;2001; ANDES OCCIDENTALES
643;JUNGERMANNIOPSIDA;CALYPOGEIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;CALYPOGEIA RHOMBIFOLIA (SPRUCE) STEPH.;7894329;2001; ANDES OCCIDENTALES
644;MAGNOLIOPSIDA;MELASTOMATACEAE;GUACHAROS;PLANTAE;11;MYRTALES;TRACHEOPHYTA;BLAKEA P.BROWNE;3231475;2001; ANDES OCCIDENTALES
645;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA HOOKERI (LINDENB.) TREVIS.;7572637;2001; ANDES OCCIDENTALES
646;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA DIVERSICUSPIS SPRUCE;8050447;2001; ANDES OCCIDENTALES
647;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA DENTICULATA (LINDENB. & GOTTSCHE) TREVIS.;7958976;2001; ANDES OCCIDENTALES
648;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA HOOKERI (LINDENB.) TREVIS.;7572637;2001; ANDES OCCIDENTALES
