,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,direccion_territorial,total_1995,total_1996,total_1997,total_1998,total_1999,total_2000,total_2001,total_2002,total_2003,total_2004,total_2005,total_2006,total_2007,total_2008,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
528,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,OMPHALANTHUS FILIFORMIS (SW.) NEES,2688773,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
529,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,OMPHALANTHUS FILIFORMIS (SW.) NEES,2688773,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
530,BRYOPSIDA,BRYACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,ORTHODONTIUM PELLUCENS (HOOK.) BRUCH & SCHIMP.,7761611,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
531,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,NECKERA SCABRIDENS MA¼LL.HAL.,9157887,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
532,MAGNOLIOPSIDA,MELASTOMATACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MYRTALES,TRACHEOPHYTA,MICONIA FLORIBUNDA DC.,3866078,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
533,MAGNOLIOPSIDA,MELASTOMATACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MYRTALES,TRACHEOPHYTA,MICONIA MULTIPLINERVIA COGN.,3860131,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
534,MAGNOLIOPSIDA,MELASTOMATACEAE,GUACHAROS,PLANTAE,GUACHAROS,12.0,MYRTALES,TRACHEOPHYTA,MICONIA SEPOSITA WURDACK,3867095,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
535,BRYOPSIDA,ORTHOTRICHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,ORTHOTRICHALES,BRYOPHYTA,"MACROMITRIUM LONGIFOLIUM BRIDEL, 1826",2672263,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
536,BRYOPSIDA,ORTHOTRICHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,ORTHOTRICHALES,BRYOPHYTA,"MACROMITRIUM LONGIFOLIUM BRIDEL, 1826",2672263,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
537,MARCHANTIOPSIDA,MARCHANTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MARCHANTIALES,MARCHANTIOPHYTA,MARCHANTIA PLICATA NEES & MONT.,8295816,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
538,MARCHANTIOPSIDA,MARCHANTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MARCHANTIALES,MARCHANTIOPHYTA,MARCHANTIA PLICATA NEES & MONT.,8295816,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
539,MARCHANTIOPSIDA,MARCHANTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MARCHANTIALES,MARCHANTIOPHYTA,MARCHANTIA POLYMORPHA L.,2688570,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
540,MARCHANTIOPSIDA,MARCHANTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MARCHANTIALES,MARCHANTIOPHYTA,MARCHANTIA PLICATA NEES & MONT.,8295816,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
541,LYCOPODIOPSIDA,LYCOPODIACEAE,GUACHAROS,PLANTAE,GUACHAROS,8.0,LYCOPODIALES,TRACHEOPHYTA,LYCOPODIELLA CERNUA (L.) PICHI-SERM.,2688348,1998.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
542,LYCOPODIOPSIDA,LYCOPODIACEAE,GUACHAROS,PLANTAE,GUACHAROS,8.0,LYCOPODIALES,TRACHEOPHYTA,LYCOPODIELLA CERNUA (L.) PICHI-SERM.,2688348,1998.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
543,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LOPHOCOLEACEAE,6134,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
544,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LOPHOCOLEACEAE,6134,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
545,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LOPHOCOLEACEAE,6134,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
546,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LOPHOCOLEACEAE,6134,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
547,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LOPHOCOLEACEAE,6134,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
548,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LOPHOCOLEA MURICATA (LEHM.) NEES,4276911,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
549,BRYOPSIDA,HYPNACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"LEUCOMIUM STRUMOSUM MITTEN, 1869",2682395,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
550,BRYOPSIDA,DICRANACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,DICRANALES,BRYOPHYTA,"LEUCOLOMA CRUEGERIANUM JAEGER, 1872",5282251,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
551,BRYOPSIDA,DICRANACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,DICRANALES,BRYOPHYTA,"LEUCOBRYUM ANTILLARUM W.P.SCHIMPER EX BESCHERELLE, 1876",2675696,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
552,BRYOPSIDA,DICRANACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,DICRANALES,BRYOPHYTA,LEUCOBRYUM GIGANTEUM MA¼LL.HAL.,8823141,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
553,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LEPTOSCYPHUS AMPHIBOLIUS (NEES) GROLLE,8429528,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
554,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,8150351,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
555,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LEPTOSCYPHUS GIBBOSUS (TAYLOR) MITT.,7362181,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
556,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,8150351,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
557,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,8150351,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
558,BRYOPSIDA,DALTONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"LEPIDOPILUM SCABRISETUM STEERE, 1948",2669395,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
559,BRYOPSIDA,DALTONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"LEPIDOPILUM POLYTRICHOIDES BRIDEL, 1827",2669414,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
560,BRYOPSIDA,DALTONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"LEPIDOPILUM SCABRISETUM STEERE, 1948",2669395,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
561,BRYOPSIDA,DALTONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"LEPIDOPILUM SCABRISETUM STEERE, 1948",2669395,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
562,BRYOPSIDA,DALTONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"LEPIDOPILUM SCABRISETUM STEERE, 1948",2669395,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
563,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,LEJEUNEACEAE,6118,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
564,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,LEJEUNEACEAE,6118,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
565,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,LEJEUNEACEAE,6118,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
566,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,LEJEUNEACEAE,6118,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
567,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,LEJEUNEACEAE,6118,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
568,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,LEJEUNEACEAE,6118,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
569,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"LEIOMELA BARTRAMIOIDES PARIS, 1905",2676314,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
570,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"LEIOMELA BARTRAMIOIDES PARIS, 1905",2676314,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
571,MAGNOLIOPSIDA,MELASTOMATACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,MYRTALES,TRACHEOPHYTA,LEANDRA MELANODESMA COGN.,3863377,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
572,JUNGERMANNIOPSIDA,LEPIDOZIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,KURZIA CAPILLARIS (SW.) GROLLE,8351643,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
573,JUNGERMANNIOPSIDA,LEPIDOZIACEAE,GUACHAROS,PLANTAE,GUACHAROS,2.0,JUNGERMANNIALES,MARCHANTIOPHYTA,KURZIA CAPILLARIS (SW.) GROLLE,8351643,2010.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
574,JUNGERMANNIOPSIDA,JUNGERMANNIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,JUNGERMANNIA DECOLOR SCHIFFN.,8318854,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
575,JUNGERMANNIOPSIDA,BALANTIOPSIDACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ISOTACHIS SERRULATA (SW.) GOTTSCHE,7889600,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
576,JUNGERMANNIOPSIDA,BALANTIOPSIDACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ISOTACHIS SERRULATA (SW.) GOTTSCHE,7889600,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
577,JUNGERMANNIOPSIDA,BALANTIOPSIDACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ISOTACHIS SERRULATA (SW.) GOTTSCHE,7889600,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
578,JUNGERMANNIOPSIDA,BALANTIOPSIDACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ISOTACHIS SERRULATA (SW.) GOTTSCHE,7889600,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
579,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"HYPNELLA DIVERSIFOLIA JAEGER, 1877",2681231,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
580,BRYOPSIDA,HYPNACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"HYPNUM AMABILE HAMPE, 1869",2682016,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
581,BRYOPSIDA,HOOKERIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,HYPOPTERYGIUM TAMARISCINUM (HEDW.) BRID.,8689931,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
582,BRYOPSIDA,DICRANACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,DICRANALES,BRYOPHYTA,"HOLOMITRIUM MORITZIANUM HAMPE, 1847",2674667,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
583,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,HETEROSCYPHUS THRAUSTUS (SPRUCE) FULFORD,7434553,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
584,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,HETEROSCYPHUS MARGINATUS (STEPH.) FULFORD,7464056,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
585,JUNGERMANNIOPSIDA,LOPHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,HETEROSCYPHUS THRAUSTUS (SPRUCE) FULFORD,7434553,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
586,JUNGERMANNIOPSIDA,FRULLANIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,7714301,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
587,JUNGERMANNIOPSIDA,FRULLANIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,7714301,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
588,JUNGERMANNIOPSIDA,FRULLANIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,7714301,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
589,BRYOPSIDA,FISSIDENTACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,FISSIDENTALES,BRYOPHYTA,FISSIDENS INTRAMARGINATUS (HAMPE) A.JAEGER,7889629,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
590,BRYOPSIDA,FISSIDENTACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,FISSIDENTALES,BRYOPHYTA,"FISSIDENS CRISPUS MONTAGNE, 1838",5283006,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
591,BRYOPSIDA,FISSIDENTACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,FISSIDENTALES,BRYOPHYTA,"FISSIDENS CRISPUS MONTAGNE, 1838",5283006,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
592,BRYOPSIDA,FISSIDENTACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,FISSIDENTALES,BRYOPHYTA,"FISSIDENS PELLUCIDUS HORNSCHUCH, 1841",5283050,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
593,BRYOPSIDA,FISSIDENTACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,FISSIDENTALES,BRYOPHYTA,"FISSIDENS PELLUCIDUS HORNSCHUCH, 1841",5283050,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
594,BRYOPSIDA,FISSIDENTACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,FISSIDENTALES,BRYOPHYTA,"FISSIDENS POLYPODIOIDES HEDWIG, 1801",5283307,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
595,BRYOPSIDA,POTTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"DIDYMODON AUSTRALASIAE ZANDER, 1978",5280245,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
596,BRYOPSIDA,POTTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,DIDYMODON ICMADOPHILUS (MA¼LL.HAL.) R.H.ZANDER,5711135,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
597,BRYOPSIDA,POTTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"DIDYMODON AUSTRALASIAE ZANDER, 1978",5280245,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
598,BRYOPSIDA,POTTIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,DIDYMODON ICMADOPHILUS (MA¼LL.HAL.) R.H.ZANDER,5711135,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
599,BRYOPSIDA,DICRANACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,DICRANALES,BRYOPHYTA,"DICRANELLA HILARIANA MITTEN, 1869",5282158,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
600,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,2688771,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
601,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,2688771,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
602,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,2688771,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
603,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,2688771,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
604,BRYOPSIDA,DALTONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"DALTONIA GRACILIS MITTEN, 1869",5279892,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
605,BRYOPSIDA,THUIDIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"CYRTO-HYPNUM FRONTINOAE CHURCHILL & LINARES C., 1995",2679429,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
606,BRYOPSIDA,HOOKERIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"CYCLODICTYON ALBICANS KUNTZE, 1891",5279988,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
607,BRYOPSIDA,HOOKERIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"CYCLODICTYON ALBICANS KUNTZE, 1891",5279988,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
608,BRYOPSIDA,HOOKERIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"CYCLODICTYON ALBICANS KUNTZE, 1891",5279988,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
609,BRYOPSIDA,HOOKERIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"CYCLODICTYON ALBICANS KUNTZE, 1891",5279988,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
610,BRYOPSIDA,HOOKERIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HOOKERIALES,BRYOPHYTA,"CYCLODICTYON RUBRISETUM KUNTZE, 1891",5279992,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
